TIMESTAMP_START,TART,TA_F,VPD_F,PA_F,WS_F,NETRAD,TS_F_MDS_1
2.00301E+11,1230,16.79,12.665,98.4,1.697,520.4,12.15
2.00301E+11,1300,17.28,13.132,98.4,1.467,525.2,12.24
2.00301E+11,1330,17.66,13.936,98.3,1.551,490.9,12.35
2.00301E+11,1400,17.48,13.762,98.3,2.039,455.4,12.48
2.00301E+11,1430,18.25,14.677,98.3,1.347,402.4,12.59
2.00301E+11,1500,18.32,14.537,98.2,0.991,334.3,12.72
2.00301E+11,1530,18.24,13.992,98.3,0.869,257.5,12.86
2.00301E+11,1600,18.42,14.09,98.3,0.868,167.2,12.95
2.00301E+11,1630,18.05,12.959,98.3,0.7,74.56,13.01
2.00301E+11,1700,17.97,13.388,98.3,0.423,-12.19,13.05
2.00301E+11,1730,17.05,12.635,98.4,0.398,-79.81,13.08
2.00301E+11,1800,15.86,11.198,98.4,0.853,-106.1,13.08
2.00301E+11,0800,12.73,7.366,98.7,0.93,-18.65,12.18
2.00301E+11,0830,13.44,7.891,98.7,0.98,62.55,12.14
2.00301E+11,0900,13.87,8.686,98.8,1.185,155,12.12
2.00301E+11,0930,13.89,9.064,98.8,2.077,245.4,12.12
2.00301E+11,1000,14.27,9.761,98.8,1.935,328.4,12.15
2.00301E+11,1030,14.43,10.073,98.8,1.96,397.5,12.19
2.00301E+11,1100,15.15,10.61,98.8,2.041,450,12.23
2.00301E+11,1130,15.55,10.93,98.8,1.973,488.8,12.3
2.00301E+11,1200,16.25,12.038,98.8,1.941,520,12.36
2.00301E+11,1230,16.53,12.716,98.7,1.824,528,12.42
2.00301E+11,1300,16.82,12.789,98.6,1.797,516.4,12.5
2.00301E+11,1330,17.32,12.946,98.6,1.579,490.8,12.61
2.00301E+11,1400,17.73,13.5,98.5,1.584,455,12.73
2.00301E+11,1430,17.96,13.858,98.5,1.464,403.2,12.85
2.00301E+11,1500,18.04,13.99,98.5,1.242,332.2,12.98
2.00301E+11,1530,18.26,14.077,98.5,0.889,252.4,13.11
