TIMESTAMP_START,TART,TA_F,VPD_F,PA_F,WS_F,NETRAD,TS_F_MDS_1
2.00E+11,0,-18.89,0.56,67.552,1.847,-81.7,-9.04
2.00E+11,30,-20.57,0.438,67.533,1.68,-77.38,-9.18
2.00E+11,100,-20.11,0.467,67.515,1.317,-76.51,-9.33
2.00E+11,130,-20.18,0.443,67.496,1.153,-63.25,-9.47
2.00E+11,200,-19.39,0.513,67.478,1.442,-79.86,-9.6
2.00E+11,230,-20.11,0.439,67.475,1.565,-70.18,-9.71
2.00E+11,300,-18.65,0.503,67.473,1.699,-65.04,-9.83
2.00E+11,330,-18.82,0.524,67.47,1.594,-76.52,-9.9
2.00E+11,400,-20.88,0.368,67.468,1.458,-65.89,-9.98
2.00E+11,430,-21.69,0.331,67.465,1.585,-76.03,-10.08
2.00E+11,500,-22.49,0.303,67.463,1.597,-75.05,-10.19
2.00E+11,530,-21.77,0.335,67.464,1.684,-79.37,-10.32
2.00E+11,600,-22.35,0.291,67.465,1.628,-77.16,-10.44
2.00E+11,630,-20.53,0.396,67.466,1.9,-92.9,-10.55
2.00E+11,700,-20.93,0.38,67.467,2.088,-91.5,-10.66
2.00E+11,730,-20.25,0.409,67.468,1.794,-82.1,-10.77
2.00E+11,1830,-15.15,1.408,67.467,1.117,-91.7,-7.742
2.00E+11,1900,-16.88,1.144,67.501,1.658,-91.3,-8.01
2.00E+11,1930,-17.02,1.114,67.534,1.56,-87.6,-8.26
2.00E+11,2000,-15.23,1.368,67.568,1.317,-88.5,-8.48
2.00E+11,2030,-15.03,1.426,67.57,1.334,-95.4,-8.67
2.00E+11,2100,-13.15,1.76,67.571,2.49,-112.4,-8.86
2.00E+11,2130,-13.5,1.74,67.573,1.693,-108.3,-9.01
2.00E+11,2200,-15.67,1.403,67.574,1.399,-103.3,-9.14
2.00E+11,2230,-15.41,1.461,67.576,1.178,-101.7,-9.3
2.00E+11,2300,-16,1.358,67.578,1.447,-107.4,-9.48
2.00E+11,2330,-17.33,1.18,67.582,1.683,-106.2,-9.65
2.00E+11,0,-17.77,1.12,67.587,1.975,-108.3,-9.81
2.00E+11,30,-18.73,0.995,67.591,1.783,-104.3,-9.97
2.00E+11,100,-19.4,0.931,67.596,1.718,-102.3,-10.12
2.00E+11,130,-17.69,1.1,67.601,1.784,-109.4,-10.27
2.00E+11,200,-19.46,0.907,67.605,1.594,-101.2,-10.41
2.00E+11,230,-20.96,0.729,67.619,1.801,-100.1,-10.55
2.00E+11,300,-20.35,0.767,67.633,1.744,-102.4,-10.7
2.00E+11,330,-22.27,0.613,67.647,1.522,-95.7,-10.84
2.00E+11,400,-23.33,0.551,67.66,1.637,-93.5,-10.99
2.00E+11,430,-25.58,0.381,67.674,1.707,-92.1,-11.14
2.00E+11,500,-23.58,0.509,67.688,1.574,-94.3,-11.31
2.00E+11,530,-23.88,0.471,67.702,1.575,-94.1,-11.46
2.00E+11,600,-24.62,0.431,67.716,1.556,-91.4,-11.61
2.00E+11,630,-23.48,0.498,67.73,1.587,-93.6,-11.75
2.00E+11,700,-23.33,0.479,67.744,1.757,-95.6,-11.87
2.00E+11,730,-21.11,0.631,67.758,1.67,-83.8,-11.99
2.00E+11,1830,-15.6,1.341,67.867,2.667,-114.6,-7.913
2.00E+11,1900,-15.67,1.336,67.887,2.84,-115.8,-8.15
2.00E+11,1930,-16.1,1.271,67.907,2.84,-115.4,-8.37
2.00E+11,2000,-16.57,1.215,67.927,2.545,-113.3,-8.59
2.00E+11,2030,-17.04,1.156,67.934,1.933,-109.8,-8.79
2.00E+11,2100,-17.71,1.066,67.942,1.975,-109.2,-9
2.00E+11,2130,-18.01,1.039,67.95,2.721,-111.2,-9.2
2.00E+11,2200,-18,1.049,67.957,2.655,-111.4,-9.39
2.00E+11,2230,-18.44,1.003,67.965,2.597,-111,-9.57
2.00E+11,2300,-19.18,0.916,67.973,2.606,-111,-9.74
2.00E+11,2330,-19.64,0.861,67.962,2.292,-108.7,-9.91
2.00E+11,0,-20.42,0.787,67.951,2.128,-107.1,-10.08
2.00E+11,30,-21.1,0.724,67.94,2.093,-106.1,-10.25
2.00E+11,100,-22.28,0.61,67.928,2.218,-103.4,-10.43
2.00E+11,130,-22.97,0.546,67.917,2.113,-102.9,-10.6
2.00E+11,200,-22.32,0.608,67.906,2,-103.1,-10.78
2.00E+11,230,-22.26,0.591,67.899,2.287,-104.2,-10.95
2.00E+11,300,-22.4,0.593,67.892,2.084,-102.7,-11.1
2.00E+11,330,-24.07,0.464,67.885,2.06,-99,-11.24
2.00E+11,400,-24.28,0.467,67.879,2.03,-98.3,-11.4
2.00E+11,430,-22.38,0.595,67.872,2.153,-104.2,-11.55
2.00E+11,500,-20.8,0.748,67.865,2.071,-106.5,-11.68
2.00E+11,530,-22.27,0.642,67.853,2.157,-101.8,-11.79
2.00E+11,600,-23.06,0.562,67.841,2.061,-100.3,-11.89
2.00E+11,630,-23.47,0.529,67.829,2.064,-99,-12.01
2.00E+11,700,-22.46,0.584,67.818,2.209,-102,-12.12
2.00E+11,730,-19.39,0.895,67.806,2.268,-90.6,-12.22
2.00E+11,1830,-15.89,1.206,67.82,2.574,-100.3,-7.306
2.00E+11,1900,-15.1,1.292,67.834,2.674,-104.3,-7.563
2.00E+11,1930,-14.84,1.335,67.848,2.458,-103.4,-7.8
2.00E+11,2000,-16.39,1.139,67.861,1.596,-95.1,-8.02
2.00E+11,2030,-18.03,0.931,67.863,1.814,-92.4,-8.24
2.00E+11,2100,-17.94,0.945,67.864,1.49,-92.2,-8.47
2.00E+11,2130,-18.61,0.804,67.866,1.738,-92.7,-8.69
2.00E+11,2200,-18.78,0.84,67.867,1.431,-88.7,-8.91
2.00E+11,2230,-20.04,0.713,67.869,1.401,-86.6,-9.12
2.00E+11,2300,-21.11,0.607,67.87,1.416,-83.3,-9.33
2.00E+11,2330,-17.96,0.921,67.871,1.608,-88.6,-9.53
2.00E+11,0,-18.59,0.859,67.872,1.194,-81.7,-9.71
2.00E+11,30,-20.87,0.627,67.873,1.592,-81,-9.86
2.00E+11,100,-20.83,0.633,67.874,1.673,-82.1,-10.02
2.00E+11,130,-22.14,0.52,67.875,1.613,-81.9,-10.17
2.00E+11,200,-22.15,0.487,67.876,1.725,-82.5,-10.32
2.00E+11,230,-22.45,0.457,67.878,1.727,-81.2,-10.47
2.00E+11,300,-22.95,0.422,67.88,1.397,-77.22,-10.61
2.00E+11,330,-22.44,0.463,67.881,1.579,-78.54,-10.75
2.00E+11,400,-22.9,0.42,67.883,1.458,-78.42,-10.89
2.00E+11,430,-23.02,0.397,67.885,1.474,-74.08,-11.01
2.00E+11,500,-22.92,0.412,67.887,1.3,-71.09,-11.13
2.00E+11,530,-23.75,0.346,67.884,1.411,-71.2,-11.24
2.00E+11,600,-23.21,0.365,67.882,1.333,-73.58,-11.35
2.00E+11,630,-23.98,0.353,67.879,1.405,-76.65,-11.46
2.00E+11,700,-24.44,0.314,67.877,1.417,-79.01,-11.57
2.00E+11,730,-23.23,0.352,67.874,1.213,-63.76,-11.69
2.00E+11,1830,-14.22,1.393,67.93,1.662,-82.4,-7.041
2.00E+11,1900,-14.05,1.409,67.951,1.758,-80.7,-7.284
2.00E+11,1930,-15.03,1.241,67.971,1.576,-79.5,-7.507
2.00E+11,2000,-14.41,1.356,67.992,1.262,-69.27,-7.722
2.00E+11,2030,-15.92,1.148,67.997,1.111,-71.97,-7.919
2.00E+11,2100,-17.06,1.029,68.002,1.362,-77.31,-8.11
2.00E+11,2130,-20.37,0.669,68.008,1.605,-83,-8.32
2.00E+11,2200,-21.09,0.566,68.013,1.767,-85,-8.55
2.00E+11,2230,-18.03,0.81,68.018,2.165,-95,-8.78
2.00E+11,2300,-17.34,0.908,68.023,2.285,-96.4,-8.98
2.00E+11,2330,-17.68,0.875,68.019,2.017,-94.9,-9.15
2.00E+11,0,-16.87,0.999,68.014,1.973,-96.7,-9.31
2.00E+11,30,-20.44,0.619,68.01,1.38,-85.9,-9.45
2.00E+11,100,-22.64,0.448,68.006,1.449,-82.9,-9.62
2.00E+11,130,-23.44,0.385,68.001,1.719,-83.3,-9.81
2.00E+11,200,-22.28,0.451,67.997,1.93,-87.2,-10.01
2.00E+11,230,-20.76,0.561,67.995,1.941,-91.3,-10.18
2.00E+11,300,-21.41,0.513,67.993,1.901,-89.1,-10.34
2.00E+11,330,-21.26,0.503,67.992,1.848,-89.8,-10.48
2.00E+11,400,-19.73,0.651,67.99,1.585,-93.6,-10.61
2.00E+11,430,-18.76,0.798,67.988,1.572,-96.6,-10.74
2.00E+11,500,-21.03,0.609,67.987,1.399,-88.3,-10.85
2.00E+11,530,-23,0.437,67.987,1.532,-87.2,-10.97
2.00E+11,600,-21.63,0.523,67.988,1.457,-91.6,-11.11
2.00E+11,630,-21.03,0.63,67.988,1.103,-84,-11.25
2.00E+11,700,-25.67,0.327,67.989,1.244,-80.1,-11.4
2.00E+11,730,-22.75,0.373,67.99,1.185,-74.69,-11.56
2.00E+11,1830,-16.39,1.223,67.993,2.304,-103.6,-7.202
2.00E+11,1900,-15.66,1.303,68.008,2.447,-105.3,-7.481
2.00E+11,1930,-17.05,1.122,68.023,1.848,-97.7,-7.733
2.00E+11,2000,-16.008,1.257,68.038,0.811,-75.0821,-7.696
2.00E+11,2030,-16.355,1.187,68.033,0.95,-82.6239,-7.92
2.00E+11,2100,-16.368,1.152,68.028,1.09,-79.0515,-8.141
2.00E+11,2130,-17.248,1.038,68.023,1.229,-75.479,-8.354
2.00E+11,2200,-17.372,0.988,68.019,1.368,-72.3035,-8.562
2.00E+11,2230,-17.88,0.909,68.014,1.507,-69.1279,-8.761
2.00E+11,2300,-18.323,0.832,68.009,1.647,-68.731,-8.947
2.00E+11,2330,-18.925,0.749,67.985,1.701,-68.3341,-9.128
2.00E+11,0,-19.747,0.692,67.96,1.755,-71.5096,-9.31
2.00E+11,30,-20.402,0.648,67.936,1.81,-74.6851,-9.483
2.00E+11,100,-21.183,0.554,67.911,1.864,-68.731,-9.663
2.00E+11,130,-21.33,0.497,67.887,1.918,-62.7769,-9.84
2.00E+11,200,-21.09,0.508,67.862,1.973,-59.6013,-10.013
2.00E+11,230,-21.5,0.49,67.845,1.979,-56.4258,-10.177
2.00E+11,300,-21.71,0.449,67.828,1.985,-61.983,-10.332
2.00E+11,330,-22.072,0.404,67.81,1.991,-67.5402,-10.477
2.00E+11,400,-22.258,0.433,67.793,1.997,-63.9677,-10.622
2.00E+11,430,-21.783,0.489,67.775,2.003,-60.3952,-10.755
2.00E+11,500,-21.717,0.497,67.758,2.009,-69.5249,-10.888
2.00E+11,530,-22.53,0.467,67.744,2.012,-78.6545,-11.017
2.00E+11,600,-22.37,0.428,67.729,2.016,-71.1126,-11.145
2.00E+11,630,-22.247,0.387,67.715,2.019,-63.5708,-11.277
2.00E+11,700,-22.117,0.397,67.7,2.022,-67.9371,-11.398
2.00E+11,730,-21.835,0.412,67.686,2.026,-72.3035,-11.515
2.00E+11,1830,-15.18,1.378,67.66,2.326,-103.6,-6.843
2.00E+11,1900,-17.23,1.094,67.676,2.212,-98.7,-7.116
2.00E+11,1930,-18.8,0.889,67.691,1.628,-92.9,-7.409
2.00E+11,2000,-19.29,0.82,67.706,1.388,-91.5,-7.705
2.00E+11,2030,-18.67,0.884,67.715,1.636,-92.2,-8
2.00E+11,2100,-18.57,0.854,67.723,1.68,-93.9,-8.28
2.00E+11,2130,-19,0.807,67.731,1.591,-91.3,-8.54
2.00E+11,2200,-21.12,0.628,67.74,1.651,-87.4,-8.78
2.00E+11,2230,-21.62,0.572,67.748,1.729,-87.2,-9.01
2.00E+11,2300,-21.31,0.564,67.757,1.882,-89,-9.24
2.00E+11,2330,-21.14,0.57,67.741,1.915,-89.3,-9.46
2.00E+11,0,-22.13,0.515,67.725,1.443,-84,-9.66
2.00E+11,30,-23.24,0.436,67.71,1.576,-83.8,-9.85
2.00E+11,100,-24.16,0.364,67.694,1.484,-83,-10.05
2.00E+11,130,-24.97,0.324,67.678,1.483,-82,-10.24
2.00E+11,200,-24.73,0.326,67.662,1.515,-82.5,-10.44
2.00E+11,230,-23.56,0.357,67.653,1.478,-85.9,-10.62
2.00E+11,300,-22.53,0.435,67.644,1.499,-87.6,-10.79
2.00E+11,330,-23.89,0.354,67.635,1.333,-84,-10.94
2.00E+11,400,-24.29,0.34,67.626,1.554,-84.3,-11.1
2.00E+11,430,-22.02,0.434,67.616,1.549,-90.1,-11.25
2.00E+11,500,-22.18,0.455,67.607,1.025,-85.1,-11.38
2.00E+11,530,-22.92,0.41,67.596,1.272,-85.5,-11.51
2.00E+11,600,-23.93,0.361,67.586,1.351,-84,-11.64
2.00E+11,630,-22.49,0.409,67.575,1.292,-86.6,-11.78
2.00E+11,700,-21.35,0.524,67.564,1.29,-88.7,-11.9
2.00E+11,730,-24.19,0.344,67.553,1.306,-83.8,-12.01
2.00E+11,1830,-14.43,1.457,67.551,1.844,-95.7,-6.716
2.00E+11,1900,-18.14,0.975,67.567,1.656,-89.2,-6.999
2.00E+11,1930,-16.84,1.074,67.583,1.718,-91.9,-7.301
2.00E+11,2000,-17.87,0.958,67.598,1.662,-86.9,-7.599
2.00E+11,2030,-19.29,0.767,67.605,1.952,-87.4,-7.877
2.00E+11,2100,-18.38,0.826,67.613,1.868,-87.9,-8.14
2.00E+11,2130,-19.04,0.753,67.62,1.728,-82.8,-8.39
2.00E+11,2200,-18.96,0.723,67.627,1.879,-82.3,-8.61
2.00E+11,2230,-17.79,0.82,67.635,1.705,-82.7,-8.82
2.00E+11,2300,-18.42,0.78,67.642,1.761,-82.5,-9.01
2.00E+11,2330,-19.77,0.636,67.626,1.773,-80.9,-9.19
2.00E+11,0,-20.19,0.603,67.61,1.634,-80.4,-9.37
2.00E+11,30,-21.56,0.504,67.594,1.555,-79.34,-9.54
2.00E+11,100,-22.97,0.413,67.579,1.51,-77.32,-9.72
2.00E+11,130,-21.96,0.468,67.563,1.476,-78.02,-9.91
2.00E+11,200,-21.4,0.48,67.547,1.517,-80.1,-10.09
2.00E+11,230,-21.28,0.475,67.537,1.688,-78.18,-10.25
2.00E+11,300,-20.95,0.502,67.526,1.484,-76.55,-10.4
2.00E+11,330,-21.85,0.423,67.516,1.357,-70.24,-10.53
2.00E+11,400,-21.99,0.433,67.506,1.347,-73.05,-10.66
2.00E+11,430,-22.65,0.374,67.496,1.59,-78.32,-10.78
2.00E+11,500,-21.87,0.405,67.486,1.711,-82.9,-10.91
2.00E+11,530,-23.2,0.354,67.481,1.264,-78.94,-11.04
2.00E+11,600,-23.07,0.372,67.476,1.422,-80.7,-11.18
2.00E+11,630,-24.05,0.304,67.471,1.559,-78.76,-11.32
2.00E+11,700,-23.22,0.329,67.466,1.583,-75.81,-11.46
2.00E+11,730,-22.65,0.344,67.462,1.497,-71.52,-11.58
2.00E+11,1830,-10.38,1.91,67.619,2.328,-52.03,-7.074
2.00E+11,1900,-10.58,1.886,67.657,2.024,-43.96,-7.228
2.00E+11,1930,-10.76,1.843,67.696,2.107,-33.96,-7.365
2.00E+11,2000,-10.71,1.837,67.734,1.699,-31.9,-7.478
2.00E+11,2030,-10.88,1.812,67.748,1.585,-39.78,-7.574
2.00E+11,2100,-11.56,1.607,67.762,0.834,-50.79,-7.67
2.00E+11,2130,-13.8,1.284,67.776,0.758,-57.34,-7.795
2.00E+11,2200,-12.96,1.445,67.79,0.981,-51.07,-7.96
2.00E+11,2230,-13.47,1.296,67.804,0.961,-38.88,-8.13
2.00E+11,2300,-12.86,1.312,67.819,1.168,-51.01,-8.25
2.00E+11,2330,-14.67,1.03,67.806,1.185,-58.45,-8.36
2.00E+11,0,-16.06,0.76,67.793,1.215,-53.2,-8.49
2.00E+11,30,-17.61,0.606,67.78,1.435,-73.75,-8.62
2.00E+11,100,-19.52,0.397,67.767,1.554,-74.31,-8.78
2.00E+11,130,-18.26,0.347,67.755,1.522,-79.15,-8.97
2.00E+11,200,-19.07,0.272,67.742,1.477,-75.93,-9.14
2.00E+11,230,-19.01,0.259,67.744,1.482,-69.02,-9.32
2.00E+11,300,-18.79,0.246,67.746,1.434,-54.29,-9.47
2.00E+11,330,-16.74,0.328,67.748,1.237,-51.01,-9.59
2.00E+11,400,-17.81,0.306,67.75,1.32,-67.27,-9.67
2.00E+11,430,-19.87,0.211,67.752,1.523,-75.93,-9.76
2.00E+11,500,-21.12,0.192,67.754,1.449,-75.29,-9.89
2.00E+11,530,-21.78,0.188,67.762,1.307,-72.53,-10.04
2.00E+11,600,-21.22,0.193,67.77,1.678,-71.92,-10.2
2.00E+11,630,-20.73,0.218,67.777,1.44,-64.76,-10.35
2.00E+11,700,-20.2,0.206,67.785,1.565,-61.64,-10.49
2.00E+11,730,-18.55,0.278,67.793,1.673,-55.36,-10.62
2.00E+11,1830,-14.85,1.296,67.898,2.04,-99.3,-6.53
2.00E+11,1900,-14.77,1.237,67.915,2.342,-101.9,-6.798
2.00E+11,1930,-15.31,1.119,67.931,1.744,-95.6,-7.068
2.00E+11,2000,-14.75,1.117,67.947,1.07,-90.3,-7.329
2.00E+11,2030,-17.34,0.873,67.952,1.653,-86.2,-7.59
2.00E+11,2100,-17.3,0.758,67.957,1.964,-91.8,-7.844
2.00E+11,2130,-15.92,0.947,67.962,1.785,-92.5,-8.08
2.00E+11,2200,-19.46,0.615,67.966,1.786,-79.95,-8.29
2.00E+11,2230,-19.87,0.549,67.971,1.526,-78.22,-8.5
2.00E+11,2300,-20.78,0.48,67.976,1.474,-78.13,-8.71
2.00E+11,2330,-22.21,0.368,67.96,1.59,-82.3,-8.92
2.00E+11,0,-21.95,0.369,67.945,1.531,-82.5,-9.14
2.00E+11,30,-23.32,0.296,67.929,1.411,-79.13,-9.35
2.00E+11,100,-23.81,0.267,67.913,1.336,-77.5,-9.55
2.00E+11,130,-24.42,0.235,67.898,1.34,-76.33,-9.76
2.00E+11,200,-24.65,0.214,67.882,1.351,-75.64,-9.95
2.00E+11,230,-24.28,0.218,67.871,1.351,-76.14,-10.14
2.00E+11,300,-23.82,0.232,67.859,1.492,-77.83,-10.32
2.00E+11,330,-23.38,0.246,67.848,1.48,-78.36,-10.48
2.00E+11,400,-23.59,0.24,67.837,1.328,-77.06,-10.63
2.00E+11,430,-23.87,0.224,67.826,1.338,-76.92,-10.78
2.00E+11,500,-23.03,0.242,67.814,1.477,-79.39,-10.92
2.00E+11,530,-23.41,0.234,67.816,1.473,-77.41,-11.06
2.00E+11,600,-23.64,0.244,67.817,1.368,-75.7,-11.18
2.00E+11,630,-24.97,0.201,67.819,1.393,-74.05,-11.31
2.00E+11,700,-24.67,0.202,67.82,1.405,-73.53,-11.44
2.00E+11,730,-24.77,0.205,67.822,1.283,-71.69,-11.57
2.00E+11,1830,-15.03,1.033,67.903,2.375,-102.5,-6.899
2.00E+11,1900,-16.52,0.861,67.93,1.987,-96.8,-7.177
2.00E+11,1930,-15.97,0.903,67.957,2.231,-99.9,-7.46
2.00E+11,2000,-16.2,0.906,67.984,1.206,-94,-7.728
2.00E+11,2030,-21.37,0.476,68.001,1.631,-84.8,-7.992
2.00E+11,2100,-21.99,0.397,68.018,1.559,-84.1,-8.27
2.00E+11,2130,-22.57,0.343,68.035,1.534,-81.9,-8.55
2.00E+11,2200,-22.13,0.329,68.052,1.624,-83.3,-8.82
2.00E+11,2230,-21.07,0.371,68.069,1.628,-84.2,-9.07
2.00E+11,2300,-21.57,0.331,68.086,1.56,-82.2,-9.29
2.00E+11,2330,-20.93,0.336,68.064,1.705,-84.4,-9.5
2.00E+11,0,-22.04,0.293,68.043,1.601,-80.8,-9.69
2.00E+11,30,-22.11,0.257,68.022,1.605,-81.4,-9.87
2.00E+11,100,-20.5,0.315,68,1.713,-84.3,-10.05
2.00E+11,130,-21.19,0.289,67.979,1.584,-81.4,-10.2
2.00E+11,200,-23,0.225,67.958,1.449,-77.84,-10.35
2.00E+11,230,-22.86,0.215,67.942,1.481,-78.96,-10.5
2.00E+11,300,-22.34,0.232,67.927,1.495,-78.93,-10.65
2.00E+11,330,-23.68,0.206,67.912,1.516,-75.98,-10.8
2.00E+11,400,-23.66,0.203,67.896,1.575,-76.15,-10.94
2.00E+11,430,-23.12,0.212,67.881,1.51,-75.76,-11.08
2.00E+11,500,-24.04,0.208,67.865,1.429,-72.39,-11.22
2.00E+11,530,-24.72,0.185,67.856,1.558,-70.88,-11.35
2.00E+11,600,-24.77,0.182,67.847,1.36,-69.13,-11.49
2.00E+11,630,-24.99,0.183,67.838,1.324,-66.53,-11.62
2.00E+11,700,-25.66,0.173,67.829,1.295,-63.93,-11.75
2.00E+11,730,-25.82,0.165,67.82,1.37,-61.33,-11.88
2.00E+11,1830,-17.08,0.83,67.78,2.026,-99.4,-8.51
2.00E+11,1900,-15.43,0.94,67.808,2.425,-105,-8.76
2.00E+11,1930,-17.75,0.711,67.835,1.753,-96,-8.98
2.00E+11,2000,-17.96,0.682,67.862,1.815,-97,-9.21
2.00E+11,2030,-19.65,0.542,67.872,2.285,-95.5,-9.44
2.00E+11,2100,-18.77,0.593,67.883,2.195,-100.1,-9.66
2.00E+11,2130,-19.53,0.534,67.894,1.881,-97.5,-9.86
2.00E+11,2200,-20.71,0.452,67.904,1.92,-95.8,-10.06
2.00E+11,2230,-21.12,0.404,67.915,2.003,-97.4,-10.26
2.00E+11,2300,-20.37,0.483,67.925,2.155,-100.5,-10.46
2.00E+11,2330,-21.71,0.413,67.913,1.837,-95.9,-10.64
2.00E+11,0,-20.59,0.456,67.9,2.081,-100.3,-10.82
2.00E+11,30,-21.2,0.459,67.888,1.798,-97.3,-10.98
2.00E+11,100,-22.02,0.402,67.875,1.853,-98,-11.14
2.00E+11,130,-21.28,0.459,67.863,1.692,-99.1,-11.3
2.00E+11,200,-22.26,0.417,67.85,1.769,-99,-11.45
2.00E+11,230,-22.88,0.417,67.835,1.766,-98.3,-11.61
2.00E+11,300,-22.67,0.443,67.819,2.133,-101.5,-11.76
2.00E+11,330,-22.09,0.52,67.804,2.269,-105.1,-11.91
2.00E+11,400,-22.7,0.519,67.788,1.54,-101.9,-12.04
2.00E+11,430,-21.48,0.612,67.772,1.856,-104.4,-12.18
2.00E+11,500,-23.66,0.471,67.757,1.935,-99.6,-12.32
2.00E+11,530,-23.47,0.492,67.748,2.11,-102,-12.45
2.00E+11,600,-22.73,0.513,67.739,2.074,-106.1,-12.57
2.00E+11,630,-21.46,0.629,67.73,1.205,-103.2,-12.69
2.00E+11,700,-22.59,0.553,67.722,1.703,-103.5,-12.8
2.00E+11,730,-23.03,0.522,67.713,1.359,-103.2,-12.91
2.00E+11,1830,-19.6,1.008,67.588,1.774,-96.3,-7.578
2.00E+11,1900,-20.84,0.868,67.596,1.733,-95.1,-7.902
2.00E+11,1930,-19.59,0.952,67.603,1.681,-96.6,-8.24
2.00E+11,2000,-21.62,0.764,67.611,1.794,-92.4,-8.57
2.00E+11,2030,-21.98,0.717,67.617,1.869,-92.5,-8.88
2.00E+11,2100,-21.95,0.709,67.623,1.781,-91.2,-9.17
2.00E+11,2130,-22.16,0.684,67.628,1.934,-92.7,-9.44
2.00E+11,2200,-23.66,0.565,67.634,1.736,-88.2,-9.7
2.00E+11,2230,-23.11,0.583,67.64,1.942,-88.7,-9.95
2.00E+11,2300,-21.33,0.721,67.646,1.992,-94.6,-10.19
2.00E+11,2330,-22.35,0.644,67.634,1.994,-91.4,-10.39
2.00E+11,0,-22.7,0.616,67.623,1.955,-91.3,-10.59
2.00E+11,30,-23.31,0.562,67.612,1.728,-89.3,-10.78
2.00E+11,100,-22.84,0.576,67.601,1.881,-92.8,-10.97
2.00E+11,130,-21.06,0.739,67.59,1.394,-93,-11.15
2.00E+11,200,-22.89,0.62,67.579,1.488,-87.5,-11.31
2.00E+11,230,-25.06,0.46,67.573,1.402,-84,-11.48
2.00E+11,300,-26.44,0.377,67.568,1.482,-82.4,-11.65
2.00E+11,330,-25.95,0.381,67.563,1.583,-84.1,-11.84
2.00E+11,400,-25.02,0.427,67.557,1.563,-85.7,-12.01
2.00E+11,430,-24.78,0.431,67.552,1.538,-87,-12.16
2.00E+11,500,-24.93,0.439,67.547,1.649,-85.1,-12.3
2.00E+11,530,-25.92,0.382,67.554,1.367,-83.8,-12.44
2.00E+11,600,-25.61,0.397,67.561,1.608,-85.5,-12.58
2.00E+11,630,-25.91,0.368,67.569,1.828,-85.9,-12.72
2.00E+11,700,-25.37,0.394,67.576,1.658,-86.4,-12.85
2.00E+11,730,-26.4,0.333,67.583,1.465,-83.2,-12.98
2.00E+11,1830,-12.77,1.833,67.698,1.525,-81.5,-7.668
2.00E+11,1900,-16.74,1.256,67.731,2.01,-94.9,-7.903
2.00E+11,1930,-18.9,0.992,67.763,1.875,-91.7,-8.19
2.00E+11,2000,-19.47,0.905,67.796,1.762,-91.7,-8.5
2.00E+11,2030,-17.76,1.061,67.808,1.873,-96,-8.8
2.00E+11,2100,-19.08,0.928,67.82,1.807,-90.5,-9.07
2.00E+11,2130,-18.58,0.948,67.831,1.892,-90.6,-9.32
2.00E+11,2200,-19.13,0.881,67.843,1.667,-83.9,-9.56
2.00E+11,2230,-17.68,1.009,67.855,2.181,-87.5,-9.77
2.00E+11,2300,-17.76,1.019,67.867,1.919,-80.5,-9.96
2.00E+11,2330,-20.08,0.753,67.861,1.725,-73.26,-10.11
2.00E+11,0,-19.75,0.748,67.856,1.694,-69.72,-10.27
2.00E+11,30,-19.74,0.741,67.85,1.547,-67.39,-10.42
2.00E+11,100,-20.85,0.636,67.845,1.528,-68.7,-10.56
2.00E+11,130,-21.42,0.583,67.839,1.439,-71.77,-10.7
2.00E+11,200,-22.74,0.495,67.833,1.484,-71.67,-10.84
2.00E+11,230,-23,0.471,67.825,1.402,-70.29,-11
2.00E+11,300,-23.06,0.461,67.817,1.457,-74.37,-11.15
2.00E+11,330,-23.17,0.438,67.808,1.548,-72.2,-11.3
2.00E+11,400,-22.76,0.457,67.8,1.856,-80.7,-11.44
2.00E+11,430,-22.41,0.467,67.791,1.712,-80.1,-11.58
2.00E+11,500,-22.88,0.431,67.783,1.766,-76.3,-11.71
2.00E+11,530,-22.79,0.431,67.78,1.595,-79.62,-11.84
2.00E+11,600,-24.05,0.357,67.777,1.628,-72.18,-11.96
2.00E+11,630,-22.5,0.426,67.774,1.537,-81,-12.08
2.00E+11,700,-20.09,0.632,67.771,2.052,-91.4,-12.19
2.00E+11,730,-19.39,0.72,67.769,1.945,-83.7,-12.28
2.00E+11,1830,-14.42,1.428,67.798,1.673,-92.1,-6.795
2.00E+11,1900,-14.83,1.321,67.819,1.467,-78.86,-7.109
2.00E+11,1930,-17.09,1.008,67.84,1.398,-88.3,-7.418
2.00E+11,2000,-18.03,0.876,67.862,1.992,-92.2,-7.727
2.00E+11,2030,-17.43,0.9,67.865,2.119,-96.4,-8.04
2.00E+11,2100,-18.73,0.755,67.868,2.034,-94,-8.32
2.00E+11,2130,-18.35,0.8,67.871,2.178,-97.1,-8.59
2.00E+11,2200,-17.11,0.957,67.874,2.415,-103.4,-8.85
2.00E+11,2230,-17,1.012,67.877,2.165,-103.7,-9.08
2.00E+11,2300,-19.26,0.798,67.88,2.153,-99.8,-9.29
2.00E+11,2330,-20.86,0.652,67.871,2.006,-97.6,-9.51
2.00E+11,0,-22.55,0.525,67.861,2.054,-94.9,-9.74
2.00E+11,30,-20.66,0.68,67.852,2.24,-100.3,-9.98
2.00E+11,100,-18.35,0.94,67.842,2.156,-104.4,-10.19
2.00E+11,130,-19.01,0.896,67.833,2.058,-99.7,-10.37
2.00E+11,200,-19.92,0.783,67.824,1.947,-97.2,-10.53
2.00E+11,230,-18.94,0.871,67.81,2.086,-100,-10.69
